583.6042	1457.2762	1596.8115	2806.0405	2122.6216	2433.2370	
2055.5556	2162.7474	1243.8537	1504.9180	961.1778	2441.4330	
1093.4595	1940.4337	1926.5393	2265.2697	1865.5661	1991.6410	
598.5006	1193.9448	1346.4147	2415.2760	1123.6953	1932.6004	
561.5792	1012.9411	759.8141	796.8985	726.3642	721.6025	

1054.8916	1022.9278	2125.2124	2226.6097	2107.0930	2358.7726	
1692.1488	2528.3321	2606.1013	3769.4951	2215.9941	2562.2074	
1566.7245	2042.5567	2458.4243	3117.7108	1492.9763	2774.0500	
1809.6049	2837.3575	1652.2171	2356.2587	2284.1828	2316.8945	
528.2225	1563.7001	1420.9047	2025.3092	1730.4439	2057.7789	

2253.7145	1028.1385	2263.3730	2059.0600	1402.7242	1342.4018	
2298.0260	2374.5404	1835.2465	2586.5270	2036.2286	2645.0732	
1808.7996	1040.9203	1819.5446	1860.3692	1209.9881	1514.9489	
2072.6920	1124.1876	1748.2240	2795.2560	1071.0102	2048.0423	
552.6783	421.7432	1095.8705	1356.5560	391.7875	646.0223	

1851.7293	2012.3409	3289.1328	1222.6572	2295.8383	2196.9243	
1088.1076	1583.5759	688.3418	1375.7538	1075.5944	737.0792	
809.6848	783.1359	544.2362	864.0764	1485.5923	983.6603	
1377.8704	670.4966	622.1284	3184.2631	2831.3980	2822.7583	
990.7998	669.8988	476.1049	1844.7059	1633.4435	2219.8890	

1095.3052	1996.2938	1808.9931	2616.6594	1079.5080	2429.5169	
1654.8741	2096.3521	1572.3197	2302.0472	1690.2758	1626.1595	
867.9164	881.7311	1769.3596	2350.7777	2079.5798	2101.6551	
2286.7798	2151.4892	1905.8650	1954.4366	2251.0355	2366.0413	
1112.3632	1558.5976	1570.0211	1862.9642	1654.0353	1597.3362	

1345.2610	1995.1003	2256.4141	2022.3832	2009.2742	2355.3432	
1986.2686	1789.4873	1459.5443	1794.2565	2111.7809	2240.8112	
1471.3359	1680.3797	1650.7591	2489.0231	1803.5519	1549.0647	
1675.3534	1716.5530	2507.7907	2155.1103	2029.7873	1945.2310	
783.2322	492.3422	852.4075	918.8996	751.3690	1008.6686	

2452.4144	2532.6878	2261.2251	3027.1064	2188.9794	2223.3563	
1198.5377	3829.4298	3752.0536	3042.5496	2926.3442	3707.2443	
1896.0377	1925.8946	2827.9331	3692.7076	2645.8706	3709.3505	
1903.9382	1727.8039	3139.1883	2454.6804	2246.7809	2387.6055	
983.6067	947.6664	1999.5939	2306.3050	1582.9271	1853.2286	

1771.6888	1924.0210	2224.8087	2066.5317	1757.2264	1744.6714	
1531.4020	1057.2460	1922.7217	1886.1371	1378.5017	556.6440	
985.2494	770.3233	2043.8435	2219.0727	2016.5054	2205.1856	
1523.5929	1285.0247	1481.4165	1414.9312	1441.8373	1469.8732	
760.6094	989.8140	906.0059	1099.8343	732.6603	972.3113	

881.9454	571.3017	1173.0511	1209.8221	1020.3390	526.2528	
481.1013	1480.4064	1208.4143	1614.2782	850.1625	1151.7167	
1371.8795	1413.7593	1278.1478	1360.8077	1687.7192	1571.5344	
1371.8913	1560.0273	1967.8067	2616.1582	2573.6723	2569.9149	
1109.2844	994.2231	1192.5207	1424.7696	1934.3219	1429.3929	

1878.9003	1247.6208	1521.8478	936.0686	687.2603	639.7520	
714.4930	948.0269	743.4406	693.7485	913.5361	811.1841	
836.8455	955.3616	689.9796	1681.8654	1056.1192	1113.7122	
937.0771	1481.1904	1438.3040	1504.0693	1643.4060	1974.6452	
864.1638	1509.5987	1371.3162	1334.0034	1463.1170	1695.8672	

1713.8341	2473.5894	2157.1249	2138.6869	2380.8217	2418.6588	
2036.0058	2554.0427	2117.3874	2352.0951	2070.9399	2381.6608	
2080.6870	2320.5276	2363.7227	2454.3294	1968.1416	1866.6197	
408.0906	1256.1413	1678.7348	2291.3269	1669.7301	1358.1265	
894.8300	1567.0415	1403.8980	1470.9947	1605.4982	1421.5367	

935.2684	1249.4631	2026.4955	3418.9434	2530.8684	1938.5583	
1895.0524	1809.9133	1582.7196	1672.6249	1996.5338	1766.4370	
1727.3455	1952.7595	1429.9709	1836.5531	2047.4196	2257.6169	
2205.0704	2209.9970	2749.3424	2399.3200	2166.8607	2116.0809	
1372.3947	1432.3235	1559.2069	1470.6422	1218.7288	1237.7380	

