608.8799	1311.8297	1686.3071	2712.4521	2172.3665	2310.1851	
2061.7882	2189.3767	1429.8432	1427.3794	1234.9301	1981.7276	
1332.0596	1774.8597	1991.1924	2296.9966	1938.4990	1954.3787	
1091.4676	1046.6499	1553.5959	2366.2025	1277.5227	1962.1916	
624.7385	1008.5433	792.5278	897.3423	704.9380	697.5815	

1087.8065	921.8030	2214.9426	2371.8876	2044.1655	2210.9428	
1800.3997	2489.3518	2638.0732	3521.6130	2456.3770	2412.3156	
1575.2993	2198.1375	2382.4224	3059.3032	2091.1153	2969.4860	
2013.5935	2708.7679	1676.6397	2289.6459	2289.7745	2423.5978	
545.8728	1363.5508	1250.6144	1926.7234	1540.9689	1934.9549	

1974.1810	1204.3099	2366.2764	2255.6123	1383.2554	1447.0006	
2352.5504	2397.6926	1929.1221	2464.6028	2058.9659	2597.5245	
1703.7783	1271.2512	1758.0393	1933.0456	1268.8753	1683.1085	
2265.1785	1571.7280	1615.0898	2584.7559	1443.1925	2018.7140	
569.3771	532.8009	998.8204	1440.6343	416.9356	658.2468	

1943.2886	1997.7713	3046.3025	1133.2617	2017.2230	2234.1498	
1122.2212	1781.7914	837.1714	1273.0344	1283.6713	766.5072	
790.7104	762.0793	637.6208	745.1724	1611.9200	1116.7543	
1462.2363	716.6854	558.8487	3184.8327	2903.5833	2932.9278	
1150.5538	813.2099	593.9337	1868.9269	1751.8725	2040.6090	

1175.0025	1848.7613	2016.5329	2507.1428	1239.6587	2201.6787	
2104.5440	2251.9453	1763.8036	2142.9206	1927.2640	1785.7379	
984.2293	885.6581	1857.0907	2238.4460	2127.1103	2222.1435	
2191.9546	2302.3490	1763.9559	1984.4821	2372.7228	2307.3066	
1179.7694	1545.5063	1578.0882	1877.7603	1648.5328	1761.6482	

1475.5889	2196.1096	2213.0320	2018.5277	1985.8210	2282.7278	
2097.6079	1964.1635	1471.0036	1772.8180	2074.9897	2310.2137	
1513.4580	1719.8108	1811.0953	2191.4783	1701.8943	1755.5271	
1736.7369	1866.7343	2634.4819	2246.0602	1853.5672	1822.4302	
823.8150	599.3192	875.6717	1011.9397	837.4035	968.2532	

2417.1089	2548.4957	2195.7760	2941.1311	2506.6333	2380.3445	
1256.9606	3649.4195	4192.4269	3081.2127	3011.3489	3629.3196	
2098.0265	1872.9483	2692.2912	3386.0693	2771.0267	3735.2616	
2024.5194	1863.1962	2948.8165	2816.6337	2287.1136	2561.1999	
1196.0109	921.4390	2347.2996	2317.4490	1649.1006	1859.1102	

1757.9656	2005.6025	2169.3792	2119.4373	1800.8030	1782.4611	
1758.2144	1226.6575	2061.3455	2034.3988	1635.3523	734.2256	
1216.1318	993.6709	2166.9541	2479.3639	2025.4320	2049.9570	
1721.4356	1362.8046	1487.6824	1400.5546	1381.6280	1485.2006	
733.8470	1118.6314	927.0375	1237.2816	908.3823	875.0860	

821.8348	522.1832	1106.6373	1224.1401	1208.4577	641.1665	
394.9704	1591.3649	1074.6740	1656.3510	858.7734	1226.6693	
1354.5661	1491.7219	1236.3080	1317.4486	1688.1661	1586.2131	
1283.5438	1652.6983	1989.8102	2511.8527	2570.7381	2612.7748	
1049.9066	1028.2010	1301.1618	1422.4960	1941.1324	1540.6235	

1740.4185	1195.3287	1539.3273	991.4273	668.2112	723.3712	
759.1556	942.6232	770.1845	761.3396	950.1910	1010.8231	
1021.8258	944.9027	781.9250	1412.8391	1014.7828	1116.5580	
954.3364	1447.8760	1481.4120	1500.2104	1589.3109	2016.1662	
1007.3262	1435.0658	1510.4896	1254.4264	1595.8007	1689.8491	

1708.3391	2442.2236	2287.1772	2091.1139	2290.9603	2384.2914	
2144.9546	2387.1117	2136.8196	2629.6006	2106.8666	2404.2343	
1964.9388	2269.8352	2338.4572	2562.7904	2022.2750	1870.8024	
383.0207	997.6571	1659.3040	2172.7537	1962.9156	1494.4871	
840.2355	1758.8232	1383.3427	1396.4509	1708.4870	1522.6285	

1146.5066	1493.0453	2063.0791	3273.5393	2506.7497	2147.4519	
1864.8607	1911.9391	1606.7854	1833.6719	2060.8989	1630.3538	
2052.2351	1949.2287	1587.2821	1726.0012	2045.1424	2221.9397	
2327.8183	2385.5298	2856.5982	2490.4074	2267.2762	2086.2353	
1434.1425	1443.9416	1632.8896	1444.2508	1436.3909	1149.2121	



