586.4442	1119.7643	1749.8864	2604.5633	2154.3681	2163.1091	
2062.3330	2213.3390	1574.2797	1341.5985	1449.1422	1321.8997	
1519.3553	1588.5023	2003.0635	2318.3076	1977.9403	1890.7803	
1346.6775	868.2740	1731.4908	2272.3428	1358.5349	1982.6677	
680.9159	957.8695	817.7464	953.7098	674.5555	668.5254	

1119.0776	804.8829	2165.1713	2403.5141	1943.1774	1958.3618	
1892.4216	2448.3555	2654.6181	3226.8350	2606.5169	2240.1116	
1480.8377	2157.4769	2297.6427	2947.2508	2542.3017	2990.6827	
2109.9817	2456.8212	1657.4083	2184.2474	2237.7480	2347.7770	
517.2686	1015.5841	1010.4462	1803.4947	1283.5495	1766.0785	

1320.7509	1293.8485	2427.5169	2413.3369	1350.7847	1531.1972	
2403.8103	2407.5198	1999.2744	2247.3438	2050.1139	2503.9445	
1558.0455	1442.2721	1633.3040	1990.2545	1320.1791	1789.2704	
2173.5622	1916.4494	1413.9577	2306.6422	1641.6128	1922.6991	
571.4254	623.7449	840.7534	1501.5639	410.5677	648.0219	

2020.9172	1974.9965	2777.7921	1029.1282	1690.0834	2262.0835	
1153.4620	1956.1437	955.4237	1156.8164	1456.1509	789.5576	
769.8080	737.3848	715.8715	600.1268	1714.2369	1231.4286	
1522.1949	756.2728	482.3401	3164.6187	2955.3786	3030.4464	
1288.3626	922.3197	687.3825	1891.1541	1858.7085	1823.4861	

1244.2118	1686.9984	2178.6956	2379.7330	1351.5044	1945.7697	
2454.8204	2390.0021	1930.5176	1968.0420	2089.2064	1918.4280	
1046.0429	882.5539	1885.8590	2109.6204	2135.3760	2335.1201	
2020.8407	2414.6480	1606.2080	1970.9406	2477.5196	2219.4951	
1199.4700	1520.9042	1514.1354	1890.9929	1608.5747	1903.1654	

1590.2573	2118.5201	2159.7656	1965.9024	1933.2575	2126.0079	
2168.5705	2090.6069	1478.4515	1750.1641	2024.5302	2302.1522	
1550.6401	1752.2150	1955.2664	1836.2613	1576.1329	1927.5004	
1789.1093	2004.0665	2520.4241	2092.4353	1643.0370	1620.9665	
840.3878	689.0569	896.3353	1096.7138	898.0164	925.8438	

2352.6390	2562.7705	2110.6168	2817.5802	2766.6261	2522.4312	
1312.2989	3448.3056	4496.5193	3118.8680	3079.0523	3525.9436	
2257.5653	1817.6248	2515.9734	2992.0387	2748.7344	3707.6123	
2124.7343	1981.6414	2607.9781	3085.2443	2305.0200	2705.6040	
1357.6966	883.6078	2092.1993	2166.5678	1705.1188	1832.4285	

1722.7955	2074.6028	2096.6519	2066.7021	1812.3882	1805.1610	
1928.6306	1363.3867	2168.0543	2122.9245	1818.8849	872.3914	
1402.8832	1173.3776	2247.4125	2698.9769	1997.4181	1869.1239	
1894.5477	1392.6602	1457.5855	1382.3375	1317.6583	1450.9132	
702.7250	1229.0940	947.2970	1356.2744	1020.8620	746.1991	

746.7660	465.2709	1024.7493	1235.0223	1348.6305	730.9262	
281.9539	1694.3841	920.8861	1677.5449	867.0359	1277.8191	
1335.2160	1563.3424	1188.3851	1255.0513	1674.9412	1593.2834	
1184.6952	1740.3999	2010.7187	2380.2632	2565.6568	2652.0299	
966.9459	1053.4891	1376.2725	1387.6978	1939.6484	1580.6339	

1587.0119	1139.3028	1532.2985	1041.1797	646.0861	794.9137	
800.0868	933.3253	791.5533	820.2651	984.8144	1177.1039	
1163.3506	933.7794	862.5113	1075.6291	970.3036	1118.2903	
969.7508	1366.0586	1501.4224	1495.7504	1524.2129	2052.6410	
1124.9895	1258.0471	1564.2122	749.0657	1703.6714	1511.2090	

1702.2579	2408.4321	2396.3399	2041.7332	2075.9805	2348.2757	
2211.7617	2198.9563	2151.5923	2880.0546	2132.0890	2413.2755	
1827.7415	2162.6307	2311.1357	2640.3708	2058.8486	1866.0115	
348.2642	641.4922	1588.4648	2018.0363	2203.5855	1604.4528	
743.2544	1860.4628	1358.2987	1304.0210	1743.5071	1601.9017	

1319.0717	1689.0956	2027.8181	3100.2668	2394.7811	2283.3407	
1816.1162	1988.7969	1584.8868	1948.6954	2079.1641	1466.4191	
2309.9042	1930.6143	1729.8402	1572.0074	2035.0454	2178.6021	
2392.5001	2443.5414	2905.6588	2521.6065	2323.6115	2036.0308	
1485.6628	1455.1793	1702.3067	1412.9491	1580.7303	1044.7406	

